ID;Text;Label
D2-674;"Endoplasmic reticulum (ER) is a labyrinthine, membrane-bound organelle forming a network of tubules and cisternae continuous with the nuclear envelope. It comprises rough ER, studded with ribosomes, and smooth ER, which lacks ribosomes. Rough ER synthesizes and folds secreted, membrane, and lysosomal proteins, often tagging them with signal peptides and N-linked glycans, while coordinating quality control with chaperones. Smooth ER participates in lipid and phospholipid synthesis, steroid metabolism, and detoxification processes; it also stores calcium ions critical for muscle contraction and various signaling pathways. The ER communicates with the Golgi apparatus, packages cargo into vesicles, and contributes to protein maturation through the unfolded protein response when misfolded proteins accumulate.";OpenAI
D2-3329;Biometrics refers to the automated measurement and analysis of unique physical or behavioral traits to verify or identify individuals. Common modalities include fingerprints, iris or facial geometry, voice, gait, and handwriting. Systems enroll a template derived from an original sample, then compare new samples against stored references to grant or deny access. Biometrics improves security by reducing reliance on passwords, while enabling hands-free authentication in many environments. However, accuracy can vary with lighting, aging, injuries, or environmental conditions, and spoofing or data breaches pose privacy risks. Strong design uses multi-factor strategies, consent, secure storage, and transparent policies to balance convenience and protection.;OpenAI
D2-1537;Heat transfer is the movement of thermal energy from a region of higher temperature to a region of lower temperature. This fundamental process occurs through three primary mechanisms. Conduction involves the transfer of energy via direct contact between vibrating particles, common in solids. Convection happens in fluids (liquids and gases) as warmer, less dense material rises, carrying heat with it, while cooler material sinks. Radiation is the transfer of heat through electromagnetic waves, such as infrared, and does not require a medium to propagate. Understanding these methods is crucial for countless applications, from engineering to biology.;Google
H2020-391;Web development is the work involved in developing a Web site for the Internet (World Wide Web) or an intranet (a private network). Web development can range from developing a simple single static page of plain text to complex Web-based Internet applications (Web apps), electronic businesses, and social network services. A more comprehensive list of tasks to which Web development commonly refers, may include Web engineering, Web design, Web content development, client liaison, client-side/server-side scripting, Web server and network security configuration, and e-commerce development.;Human
H2020-826;"Return-oriented programming (ROP) is a computer security exploit technique that allows an attacker to execute code in the presence of security defenses such as executable space protection and code signing. In this technique, an attacker gains control of the call stack to hijack program control flow and then executes carefully chosen machine instruction sequences that are already present in the machine's memory, called ""gadgets"". Each gadget typically ends in a return instruction and is located in a subroutine within the existing program and/or shared library code.";Human
D2-3210;# Smith Chart  The Smith Chart is a graphical tool used in electrical engineering for solving transmission line problems and impedance matching. It represents complex impedance and reflection coefficients on a circular nomogram. The chart displays resistance and reactance components as curved lines, allowing engineers to visualize impedance transformations along transmission lines. Each point corresponds to a specific impedance value normalized to characteristic impedance. The Smith Chart enables quick calculations of voltage standing wave ratio (VSWR), return loss, and impedance matching networks without mathematical computations. It remains essential for RF and microwave circuit design, antenna tuning, and filter design applications.;Anthropic
D2-2933;An Application-Specific Integrated Circuit (ASIC) is a custom-designed integrated circuit tailored to meet the specific requirements of an application. ASICs are designed for a specific function or set of functions, unlike general-purpose microprocessors. This specialization gives ASICs increased performance, lower power consumption, and reduced size compared to standard processors. ASICs use a unique approach to integrate different components, such as memory, logic, and I/O interfaces, into a single chip. They are commonly used in applications that require high performance and efficiency, including networking, cryptographic systems, and high-end computing systems, where standard processors may be inefficient. This reduces manufacturing cost.;Meta
D2-972;Hormones are chemical messengers produced by endocrine glands and secreted directly into the bloodstream. They travel throughout the body, targeting specific cells and organs by binding to receptors to trigger particular responses. These potent substances regulate nearly every physiological process, including growth, development, metabolism, mood, and reproduction. Even tiny fluctuations in hormone levels can significantly impact health and well-being. They maintain homeostasis, ensuring the body's internal environment remains stable. Without these vital regulators, our complex biological systems would fail to coordinate essential functions effectively, leading to widespread dysfunction and illness.;Google
H2020-80;Stellar evolution is the process by which a star changes over the course of time. Depending on the mass of the star, its lifetime can range from a few million years for the most massive to trillions of years for the least massive, which is considerably longer than the age of the universe. The table shows the lifetimes of stars as a function of their masses. All stars are formed from collapsing clouds of gas and dust, often called nebulae or molecular clouds.;Human
H2020-254;The greenhouse effect is the process by which radiation from a planet's atmosphere warms the planet's surface to a temperature above what it would be without this atmosphere. Radiatively active gases (i.e., greenhouse gases) in a planet's atmosphere radiate energy in all directions. Part of this radiation is directed towards the surface, thus warming it. The intensity of downward radiation – that is, the strength of the greenhouse effect – depends on the amount of greenhouse gases that the atmosphere contains.;Human
H2020-486;A lithium-ion battery or Li-ion battery is a type of rechargeable battery. Lithium-ion batteries are commonly used for portable electronics and electric vehicles and are growing in popularity for military and aerospace applications. A prototype Li-ion battery was developed by Akira Yoshino in 1985, based on earlier research by John Goodenough, M. Stanley Whittingham, Rachid Yazami and Koichi Mizushima during the 1970s1980s, and then a commercial Li-ion battery was developed by a Sony and Asahi Kasei team led by Yoshio Nishi in 1991.;Human
D2-395;# Compton Scattering  Compton scattering describes the interaction between a photon and a free electron, resulting in energy transfer. When a high-energy photon collides with an electron, the photon loses energy and increases its wavelength, while the electron gains kinetic energy and recoils. This phenomenon demonstrates that photons possess momentum, supporting Einstein's photon theory. The scattered photon's wavelength shift depends on the scattering angle, following the Compton wavelength equation: Δλ = (h/mc)(1 - cos θ), where h is Planck's constant, m is electron mass, c is light speed, and θ is the scattering angle. This effect is crucial in X-ray physics and nuclear science.;Anthropic
D2-3325;# Steganography  Steganography is the practice of hiding secret information within ordinary, non-secret data or media. Unlike cryptography, which scrambles messages to make them unreadable, steganography conceals the existence of communication itself. Common methods include embedding messages in digital images, audio files, or video by modifying imperceptible data. Techniques like least significant bit manipulation alter pixels slightly without noticeable visual changes. Steganography serves legitimate purposes in secure communication and copyright protection, but also raises security concerns due to potential misuse. It works best when combined with encryption, creating a dual-layer security system that both hides and protects sensitive information effectively.;Anthropic
D2-3258;Channel capacity refers to the maximum rate at which data can be transmitted over a communication channel without causing errors. It is a measure of the information-carrying capacity of a communication channel. This concept was introduced by Claude Shannon in 1948 and is often denoted as C. It depends on the bandwidth and noise levels of the channel. Channel capacity is typically expressed in bits per second or bits per second per Hz. The channel capacity formula is C = B \* log2(1+S/R), where B is the bandwidth, S is the signal power, and R is the noise power.;Meta
D2-3314;A Security Operations Center (SOC) is a dedicated facility and team responsible for continuously monitoring, detecting, analyzing, and responding to cybersecurity incidents across an organization’s networks, endpoints, and applications. It relies on tools such as SIEM, IDS/IPS, EDR, threat intelligence, and security orchestration, automation, and response (SOAR) to collect data, correlate alerts, and automate routine tasks. SOC personnel include tiered analysts, incident responders, and a SOC manager who coordinate containment, eradication, and recovery efforts while maintaining communications with IT, risk, legal, and business stakeholders. Core processes include alert triage, incident lifecycle management, playbooks, and post-incident reviews to improve resilience.;OpenAI
D2-2202;"GPGPU, or General-Purpose computing on Graphics Processing Units, leverages the immense parallel processing power of GPUs for tasks traditionally handled by CPUs. Originally designed for rendering graphics, GPUs feature thousands of simpler cores, making them exceptionally efficient at performing many independent calculations simultaneously. This architecture is ideal for ""embarrassingly parallel"" problems. Fields like machine learning, scientific simulations, data analytics, and cryptocurrency mining heavily utilize GPGPU to accelerate complex computations. By offloading these intensive workloads from the CPU to the GPU, GPGPU dramatically enhances performance, enabling faster processing and breakthroughs in various compute-intensive applications.";Google
D2-514;Galvanic cells convert chemical energy into electrical energy through spontaneous redox reactions. In a typical cell, a reducible species is oxidized at the anode, releasing electrons, while a different species is reduced at the cathode, accepting electrons. The anode is the negative electrode, the cathode the positive electrode, with an external circuit allowing electron flow from anode to cathode. A salt bridge or porous barrier completes the circuit by balancing charge with ion migration. The overall cell potential, measured as emf, reflects the difference in reduction potentials of the half-reactions and indicates spontaneity (ΔG negative). Standard conditions yield standard potentials, enabling comparisons and calculations of current and energy output.;OpenAI
D2-2999;"Oxidation is a chemical process in which atoms or ions lose electrons, resulting in an increase in oxidation state. Historically linked to oxygen addition, oxidation now includes any electron transfer where a species is oxidized and another reduced (redox reaction). In practical terms, oxidation often involves reaction with oxygen or loss of hydrogen, or other electron donors. Oxidizing agents accept electrons. Common examples: iron rusting, burning fuels, metabolism in living organisms using NAD+/NADH. Oxidation and reduction occur together; one species loses electrons while the other gains. The rate can depend on temperature, catalysts, and environmental conditions. Understanding redox helps explain energy release, corrosion, and cellular energy production.";OpenAI
D2-465;# Computational Chemistry  Computational chemistry applies computer simulations and mathematical models to study chemical systems and predict molecular behavior. It employs quantum mechanics, molecular dynamics, and statistical methods to analyze molecular structures, reaction mechanisms, and properties without requiring laboratory experiments. Key applications include drug design, materials science, and catalyst development. Computational methods range from ab initio calculations, which solve quantum equations directly, to molecular mechanics simulations that model atomic interactions. This field reduces research costs and time by enabling virtual screening of compounds before synthesis. Advanced techniques like machine learning increasingly enhance prediction accuracy and accelerate chemical discovery, making computational chemistry essential in modern research.;Anthropic
D2-225;# General Relativity  Gravity isn't a force pulling objects downward, but rather the curvature of spacetime itself. Massive objects like stars and planets bend the fabric of space and time around them, similar to how a heavy ball creates a depression on a stretched rubber sheet. Objects follow curved paths through this warped spacetime, which we perceive as gravitational attraction. Einstein's theory explains that acceleration and gravity are equivalent—you experience the same forces in both situations. Light also bends around massive objects, and time passes more slowly in stronger gravitational fields. This revolutionary framework fundamentally changed our understanding of the universe's structure.;Anthropic
H2020-457;Convection is the transfer of heat due to the bulk movement of molecules within fluids (gases and liquids), including molten rock (rheid). Convection includes sub-mechanisms of advection (directional bulk-flow transfer of heat), and diffusion (non-directional transfer of energy or mass particles along a concentration gradient). Convection cannot take place in most solids because neither bulk current flows nor significant diffusion of matter can take place. Diffusion of heat takes place in rigid solids, but that is called heat conduction. Convection, additionally may take place in soft solids or mixtures where solid particles can move past each other.;Human
H2020-831;In cryptography and computer security, a man-in-the-middle, monster-in-the-middle, machine-in-the-middle, monkey-in-the-middle (MITM) or person-in-the-middle (PITM) attack is a cyberattack where the attacker secretly relays and possibly alters the communications between two parties who believe that they are directly communicating with each other. One example of a MITM attack is active eavesdropping, in which the attacker makes independent connections with the victims and relays messages between them to make them believe they are talking directly to each other over a private connection, when in fact the entire conversation is controlled by the attacker.;Human
D2-1775;# Raman Spectroscopy  Raman spectroscopy is an analytical technique measuring molecular vibrations by analyzing scattered light. When monochromatic light interacts with molecules, most photons scatter elastically (Rayleigh scattering), while a small fraction scatter inelastically (Raman scattering). This inelastic scattering occurs when photons exchange energy with molecular vibrations, creating frequency shifts. These shifts reveal vibrational and rotational modes characteristic of specific molecules, providing structural information. The technique identifies chemical bonds, determines molecular composition, and studies crystal structures. Raman spectroscopy offers advantages including minimal sample preparation, non-destructive analysis, and compatibility with aqueous solutions, making it valuable in chemistry, materials science, and pharmaceuticals.;Anthropic
D2-65;# Optimization  Optimization is the process of making something as effective, efficient, or functional as possible. It involves finding the best solution among available alternatives by maximizing desired outcomes while minimizing costs, time, or resources. In mathematics, optimization uses algorithms to find maximum or minimum values of functions. In business, it improves productivity and reduces waste. In technology, optimization enhances software performance and speed. The process typically requires identifying objectives, establishing constraints, and analyzing trade-offs. Effective optimization requires careful planning, data analysis, and continuous refinement. Organizations across industries use optimization to gain competitive advantages and achieve their strategic goals more efficiently.;Anthropic
D2-485;# Isomerism  Isomerism occurs when two or more compounds share identical molecular formulas but differ in structural arrangement or spatial orientation. These distinct compounds, called isomers, exhibit different physical and chemical properties despite having the same number and type of atoms.  Structural isomerism involves different connectivity of atoms within the molecule, such as chain, position, and functional group isomers. Stereoisomerism occurs when atoms are arranged differently in three-dimensional space, including geometric and optical isomerism.  Geometric isomerism arises from restricted rotation around double bonds, creating cis and trans forms. Optical isomerism results from chiral centers, producing enantiomers that rotate polarized light differently. Understanding isomerism is crucial for predicting molecular behavior and reactivity.;Anthropic
D2-2224;DirectX is a collection of application programming interfaces (APIs) from Microsoft that provides multimedia and game development functionality on Windows and Xbox platforms. It abstracts hardware specifics to deliver high-performance graphics, sound, input, and networking by exposing standardized interfaces to GPUs and other devices. Core components include Direct3D for 3D graphics, Direct2D/DirectWrite for 2D rendering and text, and XAudio2 for audio. Developers write shaders in HLSL and rely on the runtime, driver support, and feature levels to maximize compatibility. Recent versions emphasize explicit GPU resource management, multi-threaded command submission, and ray tracing through DXR, improving realism and scale.;OpenAI
H2020-724;Ferroelectric RAM (FeRAM, F-RAM or FRAM) is a random-access memory similar in construction to DRAM but using a ferroelectric layer instead of a dielectric layer to achieve non-volatility. FeRAM is one of a growing number of alternative non-volatile random-access memory technologies that offer the same functionality as flash memory. FeRAM's advantages over Flash include: lower power usage, faster write performance and a much greater maximum read/write endurance (about 1010 to 1014 cycles). FeRAMs have data retention times of more than 10 years at +85 °C (up to many decades at lower temperatures).;Human
D2-989;Hemoglobin is the iron-containing protein within red blood cells that transports oxygen from the lungs to tissues and carries carbon dioxide back to the lungs for exhalation. Each molecule consists of four globin chains (two alpha, two beta in adults) bound to heme groups that contain iron capable of reversible oxygen binding. The protein exhibits cooperative binding, producing a sigmoidal oxygen dissociation curve and enabling efficient loading in the lungs and unloading in tissues. Hemoglobin also participates in pH buffering and carbon dioxide transport as carbaminohemoglobin. Variants like fetal Hb and abnormal forms such as HbS affect affinity, oxygen delivery, and disease risk.;OpenAI
H2020-761;"XGBoost is an open-source software library which provides a gradient boosting framework for C++, Java, Python, R, Julia, Perl, and Scala. It works on Linux, Windows, and macOS. From the project description, it aims to provide a ""Scalable, Portable and Distributed Gradient Boosting (GBM, GBRT, GBDT) Library"". It runs on a single machine, as well as the distributed processing frameworks Apache Hadoop, Apache Spark, and Apache Flink. It has gained much popularity and attention recently as the algorithm of choice for many winning teams of machine learning competitions.";Human
D2-2724;Floyd-Warshall computes the shortest paths between every pair of vertices in a weighted graph, allowing directed or undirected edges and even negative weights as long as no negative cycles exist. It initializes a distance matrix with edge weights, zero on the diagonal, and infinity where no edge connects two vertices. Repeatedly for each intermediate vertex k, it relaxes all pairs (i, j) by dist[i][j] = min(dist[i][j], dist[i][k] + dist[k][j]). This dynamic programming approach runs in O(n^3) time and O(n^2) space, and enables path reconstruction via a successor matrix. Negative cycles can be detected by checking dist[i][i] < 0.;OpenAI
D2-1004;Antibodies are Y-shaped proteins produced mainly by plasma cells derived from B lymphocytes. Each antibody has two identical heavy chains and two identical light chains forming variable regions that determine antigen specificity, and constant regions that recruit effector systems. Antibodies recognize specific molecular features called epitopes on pathogens, toxins, or foreign substances. Binding can neutralize microbes directly, block toxins, or prevent spread. They also tag targets for attack by other immune cells through opsonization and by activating the classical complement pathway. Antibody production is driven by antigen exposure, followed by clonal expansion, somatic hypermutation, and class switching to tailor responses.;OpenAI
D2-3093;ARM (Advanced RISC Machine) architecture is a 32-bit and 64-bit instruction set architecture (ISA) that enables efficient processing. ARM processors offer reduced instruction set computing (RISC) design for simplicity and scalability. They are widely used in mobile devices, such as smartphones and tablets, and also in embedded systems, like industrial automation and IoT devices. ARM processors typically include a few central processing units (CPUs) and memory management units (MMUs). They utilize a 3-stage pipeline, including instruction fetch, decode, and execute. This architecture enables flexibility and is used in various applications, ranging from low-power to high-performance computing.;Meta
D2-2650;# Speech Recognition  Speech recognition is a technology that converts spoken words into text or commands. It uses artificial intelligence and machine learning algorithms to analyze audio signals and identify patterns in human speech. The system processes sound waves, breaks them into smaller components, and compares them against a database of known words and phrases. Modern speech recognition systems account for accents, background noise, and variations in speaking patterns to improve accuracy. Applications include virtual assistants like Alexa and Siri, dictation software, transcription services, and hands-free device control. This technology has become increasingly accurate and is transforming how people interact with computers and smartphones.;Anthropic
D2-555;# Ions  Ions are atoms or molecules that have gained or lost electrons, resulting in a net electrical charge. When an atom loses electrons, it becomes a positively charged cation. Conversely, when an atom gains electrons, it becomes a negatively charged anion. This process, called ionization, occurs through various means including chemical reactions, radiation, and heat. Ions are fundamental to chemistry and biology, playing crucial roles in electrical conductivity, chemical bonding, and cellular function. Common examples include sodium ions, chloride ions, and calcium ions. The charge of an ion is indicated by a superscript number and sign, such as Na⁺ or Cl⁻.;Anthropic
D2-4077;Algebra is a core branch of mathematics that uses symbols, typically letters called variables, to represent unknown numbers. Its primary goal is to find the values of these unknowns by manipulating equations and expressions. It generalizes arithmetic operations, allowing us to describe relationships and solve problems where some quantities are not initially known. For example, if you know a total and some parts, algebra helps find the missing part. It provides a powerful framework for modeling real-world situations, understanding patterns, and making predictions. This fundamental tool underpins advanced mathematics, science, engineering, and economics, making it crucial for logical problem-solving across many disciplines.;Google
D2-2255;# Simulated Annealing  Simulated annealing is a probabilistic optimization algorithm inspired by metallurgical annealing processes. It escapes local optima by accepting worse solutions with decreasing probability as iterations progress. The algorithm maintains a temperature parameter that controls exploration versus exploitation. Initially, high temperature allows frequent acceptance of suboptimal moves, enabling broad search space exploration. As temperature decreases, the algorithm becomes increasingly selective, converging toward better solutions. This temperature-driven mechanism prevents premature convergence to inferior local optima. Simulated annealing is particularly effective for complex combinatorial problems where traditional gradient-based methods fail. Its stochastic nature and temperature schedule make it versatile across diverse optimization challenges.;Anthropic
D2-3067;Voltage regulators maintain a constant output voltage regardless of fluctuations in the input voltage or load current. They are essential components in electronic devices, protecting sensitive circuits from damage due to overvoltage or undervoltage conditions. By ensuring a stable power supply, regulators optimize device performance and extend lifespan. Common types include linear regulators, which dissipate excess voltage as heat, and switching regulators, which are more efficient for higher power applications. They work by comparing the actual output voltage to a reference and adjusting an internal pass element to correct deviations, thus providing a reliable and steady power source for various applications, from simple batteries to complex computer systems.;Google
D2-1398;Computer Vision is a subfield of artificial intelligence (AI) that focuses on enabling computers to interpret and understand visual data from images and videos. It involves designing algorithms and neural networks that can recognize patterns, classify objects, detect faces, and track movement. This field has numerous applications in robotics, surveillance, healthcare, and consumer electronics. Image recognition technologies, like facial recognition, and autonomous driving rely on Computer Vision. It has also become indispensable in areas like self-checkout systems, object counting, and quality inspection. The advancements in this field continue to improve accuracy, efficiency, and reliability.;Meta
D2-3909;Biomathematics is an interdisciplinary field that uses mathematical methods to understand living systems. Researchers translate biological questions into models based on differential equations, stochastic processes, statistics, and computational simulations. These models help illuminate how populations grow, spread diseases, evolve genes, or interact within ecosystems. By fitting data, validating predictions, and exploring parameter sensitivities, biomathematicians reveal underlying mechanisms and generate testable hypotheses. Techniques from network theory, agent-based modeling, and optimization connect molecular detail to organismal behavior. The work supports medical advances, public health planning, and ecological management, and relies on collaborations among mathematicians, biologists, computer scientists, and clinicians.;OpenAI
D2-3557;Epigenomics is the comprehensive study of the epigenome, which encompasses all chemical modifications to DNA and its associated proteins (histones) that influence gene activity without changing the underlying DNA sequence. These epigenetic marks, like DNA methylation and histone acetylation, determine which genes are turned on or off in different cells and at various times. Environmental factors, lifestyle, and development can profoundly impact the epigenome, affecting health and disease susceptibility, including conditions like cancer and neurological disorders. Understanding these dynamic regulatory layers is crucial for insights into cell differentiation, aging, and developing new therapeutic strategies.;Google
D2-1835;# Cartography  Cartography is the science and art of creating maps to represent Earth's surface or specific regions. Cartographers use geographic data, surveys, and measurements to produce accurate visual representations of landscapes, political boundaries, and physical features. Modern cartography employs advanced technologies like GPS, satellite imagery, and geographic information systems (GIS) to enhance precision and detail. Maps serve numerous purposes, including navigation, urban planning, education, and resource management. Traditional hand-drawn maps have evolved into digital formats accessible through smartphones and computers. Cartography bridges mathematics, geography, and design, requiring both technical expertise and creative visualization skills to effectively communicate spatial information.;Anthropic
D2-2175;# Edge AI  Edge AI refers to artificial intelligence processing that occurs on local devices rather than in centralized cloud servers. This technology enables computers, smartphones, and IoT devices to perform AI computations directly, reducing latency and dependency on internet connectivity. Edge AI offers significant advantages: faster response times, enhanced privacy since data remains local, reduced bandwidth usage, and improved reliability during network outages. Applications include real-time image recognition, autonomous vehicles, and smart home systems. By distributing AI processing across edge devices, organizations can deliver more responsive, secure, and efficient intelligent solutions while minimizing cloud infrastructure costs.;Anthropic
D2-1879;Paleoclimatology reconstructs past climates from natural archives that preserve environmental signals. Researchers analyze proxies such as ice cores, tree rings, sediment layers, corals, and speleothems to infer temperature, precipitation, wind patterns, and atmospheric composition over timescales from years to millions of years. Key methods include isotopic measurements, gas concentrations in trapped air, and layer counting for dating, complemented by radiometric and magnetostratigraphic techniques. Interpreting proxies requires calibrations, understanding diagenesis, and integrating with climate models. Paleoclimatology reveals natural climate variability, forcings from orbital cycles, volcanic eruptions, and greenhouse gas changes, and provides context for recent anthropogenic warming and future projections.;OpenAI
D2-2017;Time Series Forecasting analyzes historical data points collected over time to predict future values. It identifies underlying patterns, such as trends (long-term increase/decrease), seasonality (periodic fluctuations), and cyclical components. By understanding how a variable has behaved in the past, including its dependencies and random noise, models like ARIMA, Exponential Smoothing, or machine learning algorithms can project its likely future trajectory. This technique is crucial for business planning, resource allocation, inventory management, economic analysis, and many scientific fields, enabling proactive decision-making based on anticipated future conditions rather than mere guesswork.;Google
D2-169;Classical mechanics explains how bodies move under forces, using predictive laws that apply to everyday scales and speeds well below light. It centers on Newton’s three laws, which connect forces to accelerations, velocities, and displacements. From these foundations arise equations of motion for particles, rigid bodies, and continua, and the powerful ideas of conservation of momentum, energy, and angular momentum. Alternative formalisms—the Lagrangian and Hamiltonian—recast dynamics in terms of energy differences and canonical variables, revealing deep connections to symmetries. Classical mechanics underpins celestial mechanics, engineering, and everyday phenomena, while acknowledging limitations: quantum effects, relativistic corrections, and chaotic sensitivity limit exact predictions in complex systems.;OpenAI
D2-1589;Computed tomography (CT) is an imaging method that uses rotating X-ray beams and detectors to create cross-sectional slices of the body. A CT scanner acquires multiple images from different angles, which computer algorithms reconstruct into detailed three dimensional representations. Unlike standard X-rays, CT provides high contrast between soft tissues, organs, bones, and blood vessels, enabling precise localization of abnormalities. Patients may receive contrast material to enhance visibility of vessels or organs. CT is fast and widely available, useful in trauma, chest and abdominal emergencies, cancer staging, and guided biopsies. Radiation exposure is a consideration, but dose can be optimized with tailored protocols to balance diagnostic benefit and risk.;OpenAI
D2-1323;An interpreter is a professional who facilitates verbal communication between individuals who speak different languages. They convey the message of the speaker in the target language, ensuring that the original meaning and intent are preserved. Interpreters may work in various settings, including healthcare, law, education, and international business. They are skilled in simultaneous or consecutive interpretation, depending on the context. Interpreters must be fluent in both the source and target languages and possess strong analytical, memory, and communication skills. Effective interpreters can help build bridges between cultures and facilitate smooth communication in diverse environments, fostering global understanding and cooperation. Their role is critical in today's increasingly interconnected world.;Meta
D2-1629;Hydroelectric power uses the energy of flowing or falling water to generate electricity. In an impoundment plant, water stored in a reservoir releases through turbines, causing rotors to spin and drive generators that convert mechanical energy into electrical energy. The process relies on gravity, potential energy, and efficient turbine designs to achieve high conversion efficiency. Run of river schemes divert part of a river's flow without large storage, while pumped storage systems store excess electricity by lifting water to a reservoir for later release. Hydroelectricity is renewable, adjustable, and free of emissions during operation, but reservoirs can impact ecosystems, water quality, and local communities.;OpenAI
H2020-640;In the context of machine learning, attention (or self-attention) is a technique that mimics the effect of the cognitive process of attention in organisms. They are used in a wide variety of machine learning models, including in natural language processing and computer vision. Transformer networks make extensive use of attention mechanisms to achieve their expressive power. Computer vision systems based on convolutional neural networks can also benefit from attention mechanisms. The two commonest attention techniqes used are dot-product attention, which uses the dot product between vectors to determine attention, and multi-head attention, which combines several different attention mechanisms to direct the overall attention of a network or sub-network.;Human
